"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"201906A354155",2019,"06A354155",389094,395889,-2.165719,53.459651,"Greater Manchester","Serious",1,1,2019-02-20,"Wednesday",19:45:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine + high winds","Dry","Roadworks","None","Urban","Yes","Non-trunk","E01005197",2019-02-20 19:45:00
"201906A354363",2019,"06A354363",387882,396789,-2.184008,53.467714,"Greater Manchester","Slight",1,1,2019-03-07,"Thursday",22:30:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Dry","None","None","Urban","No","Non-trunk","E01005186",2019-03-07 22:30:00
"201906A354452",2019,"06A354452",388984,399938,-2.167519,53.496043,"Greater Manchester","Slight",1,1,2019-03-08,"Friday",19:45:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01005260",2019-03-08 19:45:00
"201906A354537",2019,"06A354537",385490,399353,-2.220158,53.490699,"Greater Manchester","Slight",3,1,2019-03-08,"Friday",08:41:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005129",2019-03-08 08:41:00
"201906A354547",2019,"06A354547",384354,399209,-2.237272,53.489372,"Greater Manchester","Slight",2,2,2019-03-01,"Friday",12:04:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Central refuge","Daylight","Other","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033664",2019-03-01 12:04:00
"201906A354649",2019,"06A354649",387668,397469,-2.187258,53.473821,"Greater Manchester","Slight",3,1,2019-03-08,"Friday",15:10:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005106",2019-03-08 15:10:00
"201906A354919",2019,"06A354919",387338,396447,-2.192189,53.464627,"Greater Manchester","Slight",2,1,2019-02-23,"Saturday",08:30:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005067",2019-02-23 08:30:00
"201906A354939",2019,"06A354939",386546,400142,-2.204277,53.497819,"Greater Manchester","Fatal",2,1,2019-03-26,"Tuesday",07:47:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Authorised person","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005257",2019-03-26 07:47:00
"201906A354978",2019,"06A354978",387439,394571,-2.190591,53.447767,"Greater Manchester","Serious",1,1,2019-03-11,"Monday",17:45:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005194",2019-03-11 17:45:00
"201906A355005",2019,"06A355005",386262,399050,-2.20851,53.487996,"Greater Manchester","Serious",1,1,2019-03-19,"Tuesday",11:50:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033688",2019-03-19 11:50:00
"201906A355107",2019,"06A355107",386877,395931,-2.199111,53.459978,"Greater Manchester","Slight",2,1,2019-03-24,"Sunday",09:07:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005232",2019-03-24 09:07:00
"201906A355159",2019,"06A355159",386957,399451,-2.198053,53.491619,"Greater Manchester","Slight",2,1,2019-03-30,"Saturday",11:35:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005257",2019-03-30 11:35:00
"201906A355276",2019,"06A355276",387973,397433,-2.182662,53.473505,"Greater Manchester","Serious",1,2,2019-03-24,"Sunday",02:52:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005107",2019-03-24 02:52:00
"201906A355499",2019,"06A355499",388081,397591,-2.181041,53.474927,"Greater Manchester","Slight",2,2,2019-03-24,"Sunday",19:37:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005107",2019-03-24 19:37:00
"201906A355509",2019,"06A355509",387664,398523,-2.18736,53.483295,"Greater Manchester","Slight",2,1,2019-03-22,"Friday",08:43:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033669",2019-03-22 08:43:00
"201906A355527",2019,"06A355527",388965,395925,-2.167663,53.459972,"Greater Manchester","Slight",1,1,2019-04-03,"Wednesday",17:50:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005197",2019-04-03 17:50:00
"201906A355528",2019,"06A355528",386896,398968,-2.198952,53.487276,"Greater Manchester","Slight",3,2,2019-03-18,"Monday",11:50:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033668",2019-03-18 11:50:00
"201906A356093",2019,"06A356093",387662,399555,-2.187431,53.492571,"Greater Manchester","Slight",2,1,2019-04-20,"Saturday",11:40:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005257",2019-04-20 11:40:00
"201906A356123",2019,"06A356123",389559,395387,-2.158699,53.455149,"Greater Manchester","Slight",3,4,2019-04-24,"Wednesday",19:04:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005193",2019-04-24 19:04:00
"201906A356241",2019,"06A356241",388072,395377,-2.181092,53.455027,"Greater Manchester","Slight",2,2,2019-04-24,"Wednesday",14:00:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005198",2019-04-24 14:00:00
"201906A356535",2019,"06A356535",386506,397564,-2.204769,53.474646,"Greater Manchester","Slight",2,1,2019-05-03,"Friday",18:14:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005105",2019-05-03 18:14:00
"201906A356732",2019,"06A356732",385811,398274,-2.215272,53.481009,"Greater Manchester","Slight",2,1,2019-04-03,"Wednesday",19:00:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Zebra","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033663",2019-04-03 19:00:00
"201906A356893",2019,"06A356893",385085,398329,-2.226213,53.481483,"Greater Manchester","Serious",1,1,2019-05-10,"Friday",01:13:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033661",2019-05-10 01:13:00
"201906A356912",2019,"06A356912",387671,394690,-2.187103,53.448842,"Greater Manchester","Slight",2,1,2019-05-13,"Monday",18:10:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005199",2019-05-13 18:10:00
"201906A357090",2019,"06A357090",385936,399810,-2.213457,53.494819,"Greater Manchester","Slight",2,1,2019-03-14,"Thursday",19:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine + high winds","Dry","None","Other object on road","Urban","Yes","Non-trunk","E01005129",2019-03-14 19:30:00
"201906A357091",2019,"06A357091",387880,400676,-2.184189,53.502652,"Greater Manchester","Slight",2,1,2019-04-14,"Sunday",17:09:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"More than 4 arms (not roundabout)","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine + high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005256",2019-04-14 17:09:00
"201906A357103",2019,"06A357103",386250,398499,-2.208667,53.483043,"Greater Manchester","Slight",2,1,2019-05-14,"Tuesday",17:25:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Zebra","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033688",2019-05-14 17:25:00
"201906A357163",2019,"06A357163",388168,400464,-2.179839,53.500753,"Greater Manchester","Slight",2,1,2019-05-13,"Monday",14:18:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005259",2019-05-13 14:18:00
"201906A357206",2019,"06A357206",388077,397591,-2.181101,53.474927,"Greater Manchester","Slight",2,3,2019-05-20,"Monday",17:32:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005106",2019-05-20 17:32:00
"201906A357287",2019,"06A357287",388753,397381,-2.170909,53.473055,"Greater Manchester","Slight",2,1,2019-05-23,"Thursday",17:25:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005108",2019-05-23 17:25:00
"201906A357300",2019,"06A357300",387436,399795,-2.190847,53.494722,"Greater Manchester","Slight",5,4,2019-05-30,"Thursday",14:33:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Control by other authorised person","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005257",2019-05-30 14:33:00
"201906A357388",2019,"06A357388",387090,400416,-2.196088,53.500296,"Greater Manchester","Slight",2,1,2019-05-28,"Tuesday",14:40:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005257",2019-05-28 14:40:00
"201906A357458",2019,"06A357458",386735,399259,-2.201391,53.489887,"Greater Manchester","Slight",2,1,2019-05-29,"Wednesday",20:50:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005257",2019-05-29 20:50:00
"201906A357497",2019,"06A357497",388635,395419,-2.172615,53.455417,"Greater Manchester","Slight",3,1,2019-05-24,"Friday",22:15:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005196",2019-05-24 22:15:00
"201906A357785",2019,"06A357785",387199,397505,-2.194326,53.474133,"Greater Manchester","Slight",2,3,2019-06-17,"Monday",17:25:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005106",2019-06-17 17:25:00
"201906A357792",2019,"06A357792",385849,398756,-2.214721,53.485343,"Greater Manchester","Serious",2,6,2019-05-30,"Thursday",22:01:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Private drive or entrance","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033663",2019-05-30 22:01:00
"201906A357801",2019,"06A357801",385545,397952,-2.219265,53.478108,"Greater Manchester","Slight",2,1,2019-06-12,"Wednesday",08:56:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033661",2019-06-12 08:56:00
"201906A357996",2019,"06A357996",384679,399069,-2.232367,53.488123,"Greater Manchester","Slight",3,3,2019-06-17,"Monday",15:36:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Control by other authorised person","Pedestrian phase at traffic signal junction","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Non-trunk","E01033664",2019-06-17 15:36:00
"201906A358092",2019,"06A358092",387542,394560,-2.18904,53.447671,"Greater Manchester","Serious",1,1,2019-06-20,"Thursday",18:51:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005199",2019-06-20 18:51:00
"201906A358188",2019,"06A358188",386060,398471,-2.211528,53.482787,"Greater Manchester","Slight",2,2,2019-06-22,"Saturday",15:27:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033688",2019-06-22 15:27:00
"201906A358348",2019,"06A358348",387253,397751,-2.193522,53.476346,"Greater Manchester","Slight",2,1,2019-06-29,"Saturday",06:45:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005106",2019-06-29 06:45:00
"201906A358449",2019,"06A358449",386074,399894,-2.211381,53.495578,"Greater Manchester","Slight",2,1,2019-06-19,"Wednesday",17:15:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"More than 4 arms (not roundabout)","Auto traffic signal","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005257",2019-06-19 17:15:00
"201906A358463",2019,"06A358463",388189,394604,-2.1793,53.448082,"Greater Manchester","Slight",2,1,2019-06-22,"Saturday",16:05:00,"Manchester","E08000003","E08000003","B",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005200",2019-06-22 16:05:00
"201906A358559",2019,"06A358559",389787,395681,-2.155275,53.457796,"Greater Manchester","Slight",2,1,2019-06-16,"Sunday",04:30:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005193",2019-06-16 04:30:00
"201906A358673",2019,"06A358673",387757,398830,-2.185971,53.486056,"Greater Manchester","Serious",1,1,2019-07-03,"Wednesday",16:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005092",2019-07-03 16:00:00
"201906A358755",2019,"06A358755",388914,395951,-2.168432,53.460205,"Greater Manchester","Slight",2,1,2019-06-04,"Tuesday",07:20:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Stop sign","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005192",2019-06-04 07:20:00
"201906A358987",2019,"06A358987",389387,397307,-2.161355,53.472403,"Greater Manchester","Slight",2,1,2019-07-06,"Saturday",22:00:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033666",2019-07-06 22:00:00
"201906A359014",2019,"06A359014",387063,396529,-2.196334,53.465357,"Greater Manchester","Slight",3,1,2019-07-07,"Sunday",21:22:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005067",2019-07-07 21:22:00
"201906A359564",2019,"06A359564",383327,392466,-2.252393,53.428731,"Greater Manchester","Slight",2,1,2019-07-29,"Monday",19:20:00,"Manchester","E08000003","E08000003","A",NA,"Dual carriageway",40,"Crossroads","Auto traffic signal","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Central refuge","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01033670",2019-07-29 19:20:00
"201906A359580",2019,"06A359580",381957,387396,-2.272719,53.383115,"Greater Manchester","Slight",1,1,2019-07-18,"Thursday",16:50:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005090",2019-07-18 16:50:00
"201906A359641",2019,"06A359641",389508,397344,-2.159533,53.472738,"Greater Manchester","Slight",2,3,2019-07-28,"Sunday",20:00:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Stop sign","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033666",2019-07-28 20:00:00
"201906A359684",2019,"06A359684",386970,398327,-2.19781,53.481516,"Greater Manchester","Slight",2,1,2019-08-04,"Sunday",18:00:00,"Manchester","E08000003","E08000003","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01033669",2019-08-04 18:00:00
"201906A359713",2019,"06A359713",386570,392908,-2.203604,53.432798,"Greater Manchester","Slight",2,1,2019-07-17,"Wednesday",19:30:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005118",2019-07-17 19:30:00
"201906A359960",2019,"06A359960",385602,397969,-2.218407,53.478262,"Greater Manchester","Slight",3,2,2019-07-27,"Saturday",17:20:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Raining no high winds","Wet or damp","None","None","Urban","No","Non-trunk","E01033684",2019-07-27 17:20:00
"201906A360039",2019,"06A360039",381306,389177,-2.282613,53.399101,"Greater Manchester","Slight",3,1,2019-07-31,"Wednesday",20:43:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Other","Wet or damp","None","None","Urban","Yes","Non-trunk","E01005112",2019-07-31 20:43:00
"201906A360175",2019,"06A360175",387356,394708,-2.191847,53.448997,"Greater Manchester","Slight",1,1,2019-06-03,"Monday",16:53:00,"Manchester","E08000003","E08000003","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Non-trunk","E01005194",2019-06-03 16:53:00
"201906A360182",2019,"06A360182",389424,395812,-2.160747,53.458966,"Greater Manchester","Slight",2,1,2019-08-13,"Tuesday",17:50:00,"Manchester","E08000003","E08000003","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Slip road",30,"Not at junction or within 20 metres","Data missing or out of range",NA,"Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Non-trunk","E01005192",2019-08-13 17:50:00
